OrderID,CustomerID,Product,Category,Quantity,Price,OrderDate,Region,Total Amount,Order_Year,Order_Month
O101363,C1961,Phone,Electronics,2,698.67,3,SOUTH,1397.34,2025,3
O101364,C2941,Laptop,Electronics,4,163.54,3,North,654.16,2025,3
O101365,C5816,Watch,Fashion,2,946.74,10,EAST,1893.48,2024,10
O101366,C5999,Bag,Fashion,3,522.04,7,West,1566.12,2025,7
O101367,C2359,Watch,Fashion,2,468.03,9,north,936.06,2025,9
O101368,C2692,Laptop,Electronics,1,895.73,4,east,895.73,2025,4
O101369,C1486,Phone,Electronics,2,833.74,12,EAST,1667.48,2024,12
O101370,C5360,Bag,Fashion,3,814.62,7,north,2443.86,2025,7
O101371,C5413,Phone,Electronics,3,499.81,10,SOUTH,1499.43,2024,10
O101372,C3397,Headphones,Electronics,4,180.83,11,east,723.32,2024,11
O101373,C3190,Shoes,Fashion,2,340.33,2,east,680.66,2025,2
O101374,C5214,Headphones,Electronics,3,581.83,3,east,1745.4900000000002,2025,3
O101375,C1780,Watch,Fashion,1,106.5,1,North,106.5,2025,1
O101376,C4371,Watch,Fashion,4,236.91,2,West,947.64,2025,2
O101377,C3271,Phone,Electronics,1,233.28,11,east,233.28,2024,11
O101378,C2039,Book,Stationery,2,474.18,5,West,948.36,2025,5
O101379,C2087,Phone,Electronics,2,767.99,10,EAST,1535.98,2024,10
O101380,C3638,Headphones,Electronics,2,700.47,3,east,1400.94,2025,3
O101381,C4217,Shoes,Fashion,4,885.92,11,North,3543.68,2024,11
O101382,C5730,Bag,Fashion,3,11.87,7,EAST,35.61,2025,7
O101383,C4393,Laptop,Electronics,4,694.46,7,West,2777.84,2025,7
O101384,C1618,Shoes,Fashion,1,315.63,12,SOUTH,315.63,2024,12
O101385,C1762,Phone,Electronics,4,656.71,2,SOUTH,2626.84,2025,2
O101386,C3279,Watch,Fashion,1,254.73,12,West,254.73,2024,12
O101387,C4023,Laptop,Electronics,4,896.63,8,east,3586.52,2025,8
O101388,C4998,Laptop,Electronics,3,208.39,2,east,625.17,2025,2
O101389,C1020,Bag,Fashion,1,448.54,4,West,448.54,2025,4
O101390,C1763,Book,Stationery,2,270.76,1,West,541.52,2025,1
O101391,C4755,Watch,Fashion,2,195.13,7,North,390.26,2025,7
O101392,C3934,Phone,Electronics,4,887.45,7,east,3549.8,2025,7
O101393,C5378,Laptop,Electronics,2,200.67,10,North,401.34,2024,10
O101394,C4519,Phone,Electronics,1,128.17,8,north,128.17,2025,8
O101395,C5052,Shoes,Fashion,2,628.61,11,east,1257.22,2024,11
O101396,C3323,Book,Stationery,3,887.8,1,SOUTH,2663.3999999999996,2025,1
O101397,C5734,Headphones,Electronics,3,517.07,10,east,1551.21,2024,10
O101398,C4975,Laptop,Electronics,4,535.71,4,North,2142.84,2025,4
O101399,C1396,Book,Stationery,1,370.3,7,SOUTH,370.3,2025,7
O101400,C4764,Headphones,Electronics,3,636.44,5,north,1909.3200000000002,2025,5
O101401,,Laptop,Electronics,3,968.42,8,North,2905.2599999999998,2025,8
O101402,C2294,Headphones,Electronics,1,132.24,3,West,132.24,2025,3
O101403,C1005,Book,Stationery,2,647.44,10,east,1294.88,2024,10
O101404,C4504,Shoes,Fashion,2,891.4,10,EAST,1782.8,2024,10
O101405,C2080,Watch,Fashion,4,627.81,5,SOUTH,2511.24,2025,5
O101406,C3472,Book,Stationery,2,17.58,10,east,35.16,2024,10
O101407,C3244,Shoes,Fashion,1,467.42,7,West,467.42,2025,7
O101408,C3952,Bag,Fashion,3,442.69,8,SOUTH,1328.07,2025,8
O101409,C4046,Headphones,Electronics,2,594.48,12,SOUTH,1188.96,2024,12
O101410,C2355,Book,Stationery,4,801.94,5,North,3207.76,2025,5
O101411,C3502,Headphones,Electronics,2,643.51,1,SOUTH,1287.02,2025,1
O101412,C2918,Phone,Electronics,1,374.83,5,West,374.83,2025,5
O101413,C1747,Book,Stationery,4,935.57,10,north,3742.28,2024,10
O101414,C1008,Headphones,Electronics,2,679.14,11,West,1358.28,2024,11
O101415,C1638,Shoes,Fashion,4,480.13,8,North,1920.52,2025,8
O101416,C2852,Laptop,Electronics,1,423.86,1,east,423.86,2025,1
O101417,C4645,Laptop,Electronics,3,660.43,12,EAST,1981.29,2024,12
O101418,,Watch,Fashion,1,542.65,12,east,542.65,2024,12
O101419,C1987,Book,Stationery,1,894.18,9,West,894.18,2025,9
O101420,C4459,Shoes,Fashion,1,654.29,7,east,654.29,2025,7
O101421,C4913,Laptop,Electronics,1,389.23,4,West,389.23,2025,4
O101422,C4138,Watch,Fashion,3,372.68,3,EAST,1118.04,2025,3
O101423,C1839,Laptop,Electronics,3,707.49,4,EAST,2122.4700000000003,2025,4
O101424,C4011,Laptop,Electronics,4,310.63,1,North,1242.52,2025,1
O101425,C2123,Headphones,Electronics,2,729.27,4,east,1458.54,2025,4
O101426,C2090,Laptop,Electronics,3,692.71,9,east,2078.13,2025,9
O101427,C2170,Phone,Electronics,3,100.38,6,SOUTH,301.14,2025,6
O101428,C5614,Watch,Fashion,2,492.02,3,West,984.04,2025,3
O101429,,Headphones,Electronics,3,698.24,12,West,2094.7200000000003,2024,12
O101430,C4605,Shoes,Fashion,1,792.59,4,SOUTH,792.59,2025,4
O101431,C2745,Headphones,Electronics,1,466.25,6,east,466.25,2025,6
O101432,C2240,Book,Stationery,2,670.37,8,EAST,1340.74,2025,8
O101433,C4624,Headphones,Electronics,4,437.9,11,north,1751.6,2024,11
O101434,C1710,Book,Stationery,4,34.97,10,north,139.88,2024,10
O101435,C2146,Laptop,Electronics,2,210.23,11,West,420.46,2024,11
O101436,C5829,Watch,Fashion,2,149.74,3,east,299.48,2025,3
O101437,C3879,Phone,Electronics,1,824.79,2,east,824.79,2025,2
O101438,C3576,Phone,Electronics,4,202.23,5,West,808.92,2025,5
O101439,C3029,Headphones,Electronics,3,969.87,12,North,2909.61,2024,12
O101440,C1690,Laptop,Electronics,1,968.45,8,east,968.45,2025,8
O101441,C5923,Laptop,Electronics,2,431.53,12,North,863.06,2024,12
O101442,C5977,Phone,Electronics,4,531.67,8,North,2126.68,2025,8
O101443,C1219,Phone,Electronics,3,618.66,5,north,1855.98,2025,5
O101444,C3471,Laptop,Electronics,3,266.76,8,east,800.28,2025,8
O101445,C5971,Laptop,Electronics,1,961.75,6,SOUTH,961.75,2025,6
O101446,C4209,Book,Stationery,4,528.54,8,east,2114.16,2025,8
O101447,C1447,Book,Stationery,4,558.31,8,north,2233.24,2025,8
O101448,C2960,Phone,Electronics,2,637.48,3,West,1274.96,2025,3
O101449,C1923,Book,Stationery,4,574.31,7,east,2297.24,2025,7
O101450,C5865,Shoes,Fashion,4,224.84,2,SOUTH,899.36,2025,2
O101451,C1098,Book,Stationery,1,459.53,5,north,459.53,2025,5
O101452,C3592,Watch,Fashion,4,910.63,9,West,3642.52,2025,9
O101453,C5656,Laptop,Electronics,3,471.41,10,EAST,1414.23,2024,10
O101454,C5475,Laptop,Electronics,1,916.71,7,North,916.71,2025,7
O101455,C4858,Laptop,Electronics,1,673.77,11,West,673.77,2024,11
O101456,C1597,Book,Stationery,2,863.2,5,east,1726.4,2025,5
O101457,,Book,Stationery,4,679.33,1,east,2717.32,2025,1
O101458,C3147,Bag,Fashion,2,84.9,4,West,169.8,2025,4
O101459,C1495,Laptop,Electronics,3,375.43,3,EAST,1126.29,2025,3
O101460,C4260,Bag,Fashion,1,241.83,7,SOUTH,241.83,2025,7
O101461,C5104,Shoes,Fashion,1,99.13,8,EAST,99.13,2025,8
O101462,C4469,Headphones,Electronics,1,512.26,5,EAST,512.26,2025,5
O101463,C1675,Book,Stationery,3,758.77,10,SOUTH,2276.31,2024,10
O101464,C5404,Bag,Fashion,3,825.15,3,North,2475.45,2025,3
O101465,C3273,Bag,Fashion,2,423.5,7,east,847.0,2025,7
O101466,C1647,Book,Stationery,2,348.72,6,West,697.44,2025,6
O101467,C2664,Phone,Electronics,2,365.99,5,SOUTH,731.98,2025,5
O101468,C2272,Headphones,Electronics,4,85.29,8,east,341.16,2025,8
O101469,C4200,Laptop,Electronics,1,686.52,9,West,686.52,2025,9
O101470,C1541,Book,Stationery,1,34.7,5,EAST,34.7,2025,5
O101471,C4583,Watch,Fashion,2,334.96,4,north,669.92,2025,4
O101472,C2954,Book,Stationery,1,399.14,5,EAST,399.14,2025,5
O101473,C1706,Book,Stationery,2,437.23,12,West,874.46,2024,12
O101474,C1950,Headphones,Electronics,4,911.95,6,North,3647.8,2025,6
O101475,C5987,Phone,Electronics,4,651.1,7,north,2604.4,2025,7
O101476,C2438,Watch,Fashion,3,407.76,10,EAST,1223.28,2024,10
O101477,C2124,Headphones,Electronics,4,672.74,11,SOUTH,2690.96,2024,11
O101478,C2342,Book,Stationery,2,41.64,1,north,83.28,2025,1
O101479,C3840,Laptop,Electronics,4,648.0,12,North,2592.0,2024,12
O101480,C3123,Laptop,Electronics,3,227.04,12,West,681.12,2024,12
O101481,C2039,Phone,Electronics,1,301.18,12,West,301.18,2024,12
O101482,C3201,Headphones,Electronics,2,420.46,6,West,840.92,2025,6
O101483,C1967,Bag,Fashion,1,98.15,7,EAST,98.15,2025,7
O101484,C1240,Bag,Fashion,3,301.35,9,north,904.0500000000001,2025,9
O101485,C4517,Book,Stationery,3,570.4,4,north,1711.1999999999998,2025,4
O101486,C1523,Book,Stationery,3,680.15,9,North,2040.4499999999998,2024,9
O101487,C5723,Headphones,Electronics,1,431.42,5,north,431.42,2025,5
O101488,C5064,Bag,Fashion,1,146.61,4,SOUTH,146.61,2025,4
O101489,C3950,Phone,Electronics,1,585.66,8,North,585.66,2025,8
O101490,C5643,Headphones,Electronics,1,725.54,5,EAST,725.54,2025,5
O101491,C2288,Book,Stationery,3,93.58,6,east,280.74,2025,6
O101492,C1842,Laptop,Electronics,3,732.06,1,north,2196.18,2025,1
O101493,C1944,Book,Stationery,2,234.96,1,east,469.92,2025,1
O101494,C5168,Shoes,Fashion,2,338.27,5,EAST,676.54,2025,5
O101495,,Phone,Electronics,1,313.87,11,North,313.87,2024,11
O101496,C1100,Headphones,Electronics,4,857.23,7,east,3428.92,2025,7
O101497,C4864,Laptop,Electronics,4,384.23,4,West,1536.92,2025,4
O101498,C2229,Watch,Fashion,3,156.94,10,north,470.82,2024,10
O101499,C1289,Bag,Fashion,3,328.63,4,east,985.89,2025,4
O101500,C4435,Watch,Fashion,3,568.15,11,EAST,1704.4499999999998,2024,11
O101501,C3033,Phone,Electronics,2,403.44,3,EAST,806.88,2025,3
O101502,C3620,Shoes,Fashion,2,908.01,10,north,1816.02,2024,10
O101503,C1638,Laptop,Electronics,3,444.56,1,North,1333.68,2025,1
O101504,C1978,Headphones,Electronics,3,209.87,10,north,629.61,2024,10
O101505,C1431,Headphones,Electronics,3,678.28,4,SOUTH,2034.84,2025,4
O101506,C5225,Bag,Fashion,4,417.56,2,West,1670.24,2025,2
O101507,C4284,Book,Stationery,2,598.59,5,east,1197.18,2025,5
O101508,C4810,Book,Stationery,4,260.89,9,EAST,1043.56,2025,9
O101509,C3545,Bag,Fashion,4,340.13,4,east,1360.52,2025,4
O101510,C5530,Book,Stationery,3,598.49,2,SOUTH,1795.47,2025,2
O101511,C4022,Bag,Fashion,3,12.19,5,EAST,36.57,2025,5
O101512,C5618,Phone,Electronics,1,558.55,5,EAST,558.55,2025,5
O101513,C2987,Laptop,Electronics,1,351.13,2,EAST,351.13,2025,2
O101514,C5847,Book,Stationery,4,788.94,6,SOUTH,3155.76,2025,6
O101515,C2600,Book,Stationery,2,289.57,12,SOUTH,579.14,2024,12
O101516,C5477,Book,Stationery,3,365.48,10,West,1096.44,2024,10
O101517,C3008,Headphones,Electronics,3,779.8,4,SOUTH,2339.3999999999996,2025,4
O101518,C4359,Shoes,Fashion,4,654.65,11,north,2618.6,2024,11
O101519,C5436,Shoes,Fashion,1,202.39,10,east,202.39,2024,10
O101520,C1078,Bag,Fashion,2,472.58,1,EAST,945.16,2025,1
O101521,C1011,Bag,Fashion,1,515.98,12,north,515.98,2024,12
O101522,C4082,Headphones,Electronics,1,221.11,7,EAST,221.11,2025,7
O101523,C3519,Shoes,Fashion,1,58.31,6,North,58.31,2025,6
O101524,C5340,Laptop,Electronics,1,739.64,9,SOUTH,739.64,2025,9
O101525,C4439,Phone,Electronics,3,95.58,3,SOUTH,286.74,2025,3
O101526,C1490,Laptop,Electronics,3,663.88,11,east,1991.6399999999999,2024,11
O101527,C2166,Phone,Electronics,1,737.62,10,east,737.62,2024,10
O101528,C1762,Laptop,Electronics,2,945.18,4,EAST,1890.36,2025,4
O101529,C2896,Headphones,Electronics,4,940.31,1,North,3761.24,2025,1
O101530,C5257,Book,Stationery,2,383.27,8,EAST,766.54,2025,8
O101531,C4051,Bag,Fashion,2,379.16,12,North,758.32,2024,12
O101532,C1695,Headphones,Electronics,2,684.48,5,West,1368.96,2025,5
O101533,C5140,Shoes,Fashion,1,973.11,1,north,973.11,2025,1
O101534,C4230,Book,Stationery,3,354.17,7,EAST,1062.51,2025,7
O101535,C5651,Book,Stationery,2,393.57,5,SOUTH,787.14,2025,5
O101536,C2070,Laptop,Electronics,1,795.76,7,EAST,795.76,2025,7
O101537,C3138,Headphones,Electronics,2,208.86,5,EAST,417.72,2025,5
O101538,C4219,Phone,Electronics,2,705.95,9,West,1411.9,2025,9
O101539,C3672,Phone,Electronics,1,189.96,2,north,189.96,2025,2
O101540,C3227,Laptop,Electronics,3,947.34,4,east,2842.02,2025,4
O101541,C2660,Bag,Fashion,3,208.48,12,West,625.4399999999999,2024,12
O101542,C5789,Book,Stationery,4,918.53,9,EAST,3674.12,2025,9
O101543,C1865,Bag,Fashion,1,454.76,11,east,454.76,2024,11
O101544,C4817,Shoes,Fashion,4,566.46,5,SOUTH,2265.84,2025,5
O101545,C1989,Book,Stationery,4,600.4,11,EAST,2401.6,2024,11
O101546,C2700,Phone,Electronics,4,69.99,6,SOUTH,279.96,2025,6
O101547,C4795,Headphones,Electronics,3,669.19,8,SOUTH,2007.5700000000002,2025,8
O101548,C1982,Watch,Fashion,1,10.06,12,North,10.06,2024,12
O101549,C3492,Bag,Fashion,4,100.56,2,east,402.24,2025,2
O101550,C5942,Watch,Fashion,1,128.22,7,SOUTH,128.22,2025,7
O101551,C3685,Bag,Fashion,1,605.19,1,EAST,605.19,2025,1
O101552,C3033,Phone,Electronics,3,305.85,11,EAST,917.5500000000001,2024,11
O101553,C4246,Phone,Electronics,4,521.8,12,north,2087.2,2024,12
O101554,C3448,Bag,Fashion,4,399.35,9,EAST,1597.4,2025,9
O101555,C2424,Laptop,Electronics,1,970.34,5,North,970.34,2025,5
O101556,C4312,Headphones,Electronics,2,27.79,8,SOUTH,55.58,2025,8
O101557,C5554,Watch,Fashion,3,445.15,12,north,1335.4499999999998,2024,12
O101558,C3046,Bag,Fashion,3,976.28,10,North,2928.84,2024,10
O101559,C1834,Watch,Fashion,3,747.16,10,EAST,2241.48,2024,10
O101560,C2145,Laptop,Electronics,3,416.28,2,SOUTH,1248.84,2025,2
O101561,C1505,Laptop,Electronics,4,307.69,7,SOUTH,1230.76,2025,7
O101562,C2820,Watch,Fashion,4,756.68,6,EAST,3026.72,2025,6
O101563,C4281,Watch,Fashion,2,774.68,3,SOUTH,1549.36,2025,3
O101564,C1688,Bag,Fashion,3,559.83,6,EAST,1679.4900000000002,2025,6
O101565,C3120,Shoes,Fashion,3,573.16,8,North,1719.48,2025,8
O101566,C1614,Laptop,Electronics,1,692.4,1,EAST,692.4,2025,1
O101567,C1528,Phone,Electronics,4,666.15,12,east,2664.6,2024,12
O101568,C4632,Phone,Electronics,3,516.53,12,SOUTH,1549.59,2024,12
O101569,C1753,Book,Stationery,2,615.97,9,West,1231.94,2025,9
O101570,C3716,Shoes,Fashion,2,631.95,5,SOUTH,1263.9,2025,5
O101571,C4776,Headphones,Electronics,4,283.0,12,SOUTH,1132.0,2024,12
O101572,C5701,Headphones,Electronics,2,486.92,1,north,973.84,2025,1
O101573,C4235,Watch,Fashion,2,433.59,6,North,867.18,2025,6
O101574,C4135,Headphones,Electronics,4,62.99,8,north,251.96,2025,8
O101575,C2415,Book,Stationery,3,817.01,12,east,2451.0299999999997,2024,12
O101576,C2533,Shoes,Fashion,3,672.54,8,east,2017.62,2025,8
O101577,C4653,Phone,Electronics,2,601.47,10,east,1202.94,2024,10
O101578,C1283,Laptop,Electronics,2,498.17,5,EAST,996.34,2025,5
O101579,C3013,Shoes,Fashion,3,918.86,2,east,2756.58,2025,2
O101580,C5086,Watch,Fashion,4,296.17,2,West,1184.68,2025,2
O101581,C5511,Headphones,Electronics,2,938.02,12,SOUTH,1876.04,2024,12
O101582,C1718,Laptop,Electronics,1,708.72,10,north,708.72,2024,10
O101583,C2124,Headphones,Electronics,4,663.55,4,SOUTH,2654.2,2025,4
O101584,C5307,Phone,Electronics,2,640.31,11,EAST,1280.62,2024,11
O101585,C5453,Bag,Fashion,2,561.43,1,east,1122.86,2025,1
O101586,C4133,Headphones,Electronics,1,19.41,6,east,19.41,2025,6
O101587,C3941,Laptop,Electronics,1,353.32,2,SOUTH,353.32,2025,2
O101588,C4970,Laptop,Electronics,3,493.39,1,West,1480.17,2025,1
O101589,C5633,Laptop,Electronics,4,250.69,9,east,1002.76,2025,9
O101590,C4181,Laptop,Electronics,4,275.54,10,SOUTH,1102.16,2024,10
O101591,C1213,Bag,Fashion,3,438.15,11,West,1314.4499999999998,2024,11
O101592,C2794,Headphones,Electronics,4,576.78,1,North,2307.12,2025,1
O101593,C3301,Phone,Electronics,4,303.65,4,EAST,1214.6,2025,4
O101594,C4864,Bag,Fashion,4,914.6,9,north,3658.4,2025,9
O101595,C5784,Laptop,Electronics,4,793.81,2,West,3175.24,2025,2
O101596,C2307,Bag,Fashion,4,690.22,4,West,2760.88,2025,4
O101597,C2975,Phone,Electronics,1,968.69,8,SOUTH,968.69,2025,8
O101598,C1458,Laptop,Electronics,4,541.86,9,West,2167.44,2025,9
O101599,C2797,Watch,Fashion,1,769.27,6,North,769.27,2025,6
O101600,C4181,Laptop,Electronics,4,882.77,2,east,3531.08,2025,2
O101601,C2423,Watch,Fashion,3,745.48,9,EAST,2236.44,2025,9
O101602,C5853,Book,Stationery,2,787.45,8,West,1574.9,2025,8
O101603,C3939,Headphones,Electronics,1,945.04,4,North,945.04,2025,4
O101604,C1231,Bag,Fashion,4,328.95,4,North,1315.8,2025,4
O101605,C3880,Phone,Electronics,3,503.67,3,West,1511.01,2025,3
O101606,C5617,Laptop,Electronics,2,574.74,6,West,1149.48,2025,6
O101607,C2542,Watch,Fashion,1,660.88,11,SOUTH,660.88,2024,11
O101608,C5032,Watch,Fashion,2,392.05,10,SOUTH,784.1,2024,10
O101609,C2438,Shoes,Fashion,3,348.05,9,West,1044.15,2024,9
O101610,C1739,Laptop,Electronics,1,987.43,12,West,987.43,2024,12
O101611,C5928,Laptop,Electronics,2,555.36,6,SOUTH,1110.72,2025,6
O101612,C5312,Phone,Electronics,4,445.29,2,east,1781.16,2025,2
O101613,C3717,Book,Stationery,1,799.85,12,SOUTH,799.85,2024,12
O101614,C2650,Phone,Electronics,2,306.43,5,North,612.86,2025,5
O101615,C3791,Watch,Fashion,3,452.11,10,West,1356.33,2024,10
O101616,C3650,Shoes,Fashion,3,95.12,4,east,285.36,2025,4
O101617,C2210,Watch,Fashion,1,531.02,7,West,531.02,2025,7
O101618,C2160,Watch,Fashion,2,754.88,9,EAST,1509.76,2025,9
O101619,C5311,Book,Stationery,1,504.94,6,east,504.94,2025,6
O101620,C1594,Laptop,Electronics,1,976.78,7,north,976.78,2025,7
O101621,C4240,Bag,Fashion,2,277.07,10,EAST,554.14,2024,10
O101622,C3757,Laptop,Electronics,2,816.21,11,EAST,1632.42,2024,11
O101623,C2117,Laptop,Electronics,4,357.99,6,SOUTH,1431.96,2025,6
O101624,C4578,Headphones,Electronics,2,608.2,1,West,1216.4,2025,1
O101625,C4991,Book,Stationery,3,406.26,10,North,1218.78,2024,10
O101626,C2427,Bag,Fashion,1,322.32,2,east,322.32,2025,2
O101627,C5603,Phone,Electronics,1,218.25,1,east,218.25,2025,1
O101628,C3923,Bag,Fashion,3,45.37,8,West,136.10999999999999,2025,8
O101629,C5824,Shoes,Fashion,2,161.95,7,West,323.9,2025,7
O101630,C4099,Laptop,Electronics,3,326.75,10,east,980.25,2024,10
O101631,C3412,Bag,Fashion,3,154.05,3,EAST,462.15000000000003,2025,3
O101632,C1014,Bag,Fashion,4,49.85,2,West,199.4,2025,2
O101633,C5692,Shoes,Fashion,3,861.27,11,SOUTH,2583.81,2024,11
O101634,C5648,Laptop,Electronics,1,646.7,2,SOUTH,646.7,2025,2
O101635,C5934,Bag,Fashion,3,829.55,2,EAST,2488.6499999999996,2025,2
O101636,C2809,Book,Stationery,1,392.98,8,EAST,392.98,2025,8
O101637,C1852,Bag,Fashion,1,396.31,6,east,396.31,2025,6
O101638,C2152,Book,Stationery,1,610.22,3,North,610.22,2025,3
O101639,C1637,Phone,Electronics,2,641.58,6,North,1283.16,2025,6
O101640,C3617,Book,Stationery,4,268.89,10,north,1075.56,2024,10
O101641,C1726,Headphones,Electronics,1,226.18,9,SOUTH,226.18,2025,9
O101642,C3750,Bag,Fashion,1,775.66,8,EAST,775.66,2025,8
O101643,C3172,Book,Stationery,2,236.03,3,SOUTH,472.06,2025,3
O101644,C1555,Book,Stationery,1,254.88,11,north,254.88,2024,11
O101645,C1885,Bag,Fashion,3,408.67,4,east,1226.01,2025,4
O101646,C1394,Phone,Electronics,3,333.33,4,North,999.99,2025,4
O101647,C4437,Watch,Fashion,4,996.76,4,north,3987.04,2025,4
O101648,C4391,Phone,Electronics,1,190.73,12,east,190.73,2024,12
O101649,C4102,Book,Stationery,2,106.61,3,West,213.22,2025,3
O101650,C4074,Shoes,Fashion,3,358.89,12,North,1076.67,2024,12
O101651,C4927,Shoes,Fashion,2,37.03,8,north,74.06,2025,8
O101652,C5735,Book,Stationery,2,238.96,8,West,477.92,2025,8
O101653,C2847,Book,Stationery,3,454.61,2,West,1363.83,2025,2
O101654,C1603,Watch,Fashion,2,10.08,9,SOUTH,20.16,2025,9
O101655,C1273,Laptop,Electronics,3,548.17,7,SOUTH,1644.5099999999998,2025,7
O101656,C3610,Book,Stationery,2,213.53,6,east,427.06,2025,6
O101657,C1857,Headphones,Electronics,3,868.44,1,north,2605.32,2025,1
O101658,C2393,Headphones,Electronics,1,422.51,2,West,422.51,2025,2
O101659,C2318,Phone,Electronics,4,294.28,5,SOUTH,1177.12,2025,5
O101660,C5481,Laptop,Electronics,3,430.03,12,SOUTH,1290.09,2024,12
O101661,C1762,Shoes,Fashion,3,905.19,4,North,2715.57,2025,4
O101662,C4954,Phone,Electronics,4,589.47,9,east,2357.88,2025,9
O101663,C4533,Shoes,Fashion,3,63.31,4,EAST,189.93,2025,4
O101664,C2351,Book,Stationery,3,479.55,9,north,1438.65,2024,9
O101665,C4556,Shoes,Fashion,2,263.26,7,North,526.52,2025,7
O101666,C1829,Bag,Fashion,4,279.82,9,West,1119.28,2025,9
O101667,C2556,Shoes,Fashion,1,433.16,7,North,433.16,2025,7
O101668,C5539,Bag,Fashion,3,914.44,3,North,2743.32,2025,3
O101669,C5424,Watch,Fashion,4,126.91,12,North,507.64,2024,12
O101670,C3306,Laptop,Electronics,2,742.97,2,east,1485.94,2025,2
O101671,C1785,Phone,Electronics,1,86.51,4,West,86.51,2025,4
O101672,C5683,Laptop,Electronics,4,85.66,3,North,342.64,2025,3
O101673,C5021,Headphones,Electronics,1,181.53,10,West,181.53,2024,10
O101674,C3955,Headphones,Electronics,1,813.43,2,North,813.43,2025,2
O101675,,Shoes,Fashion,1,49.06,7,SOUTH,49.06,2025,7
O101676,C5916,Shoes,Fashion,3,755.79,9,north,2267.37,2025,9
O101677,C1794,Bag,Fashion,3,728.39,10,EAST,2185.17,2024,10
O101678,C2399,Shoes,Fashion,2,817.07,5,West,1634.14,2025,5
O101679,C1671,Bag,Fashion,2,408.04,11,SOUTH,816.08,2024,11
O101680,C1946,Laptop,Electronics,4,316.44,1,east,1265.76,2025,1
O101681,C4256,Phone,Electronics,2,354.39,2,EAST,708.78,2025,2
O101682,C3170,Watch,Fashion,1,789.71,2,North,789.71,2025,2
O101683,C5457,Bag,Fashion,1,711.61,5,North,711.61,2025,5
O101684,C4039,Watch,Fashion,3,712.4,4,EAST,2137.2,2025,4
O101685,C4026,Headphones,Electronics,1,703.4,2,east,703.4,2025,2
O101686,C1365,Shoes,Fashion,4,640.28,9,West,2561.12,2025,9
O101687,C4809,Bag,Fashion,1,903.43,4,EAST,903.43,2025,4
O101688,C3200,Shoes,Fashion,1,49.19,8,north,49.19,2025,8
O101689,C2238,Shoes,Fashion,4,788.89,4,West,3155.56,2025,4
O101690,C1792,Bag,Fashion,2,306.18,5,EAST,612.36,2025,5
O101691,C3816,Laptop,Electronics,2,317.29,7,east,634.58,2025,7
O101692,C4391,Book,Stationery,4,604.17,4,SOUTH,2416.68,2025,4
O101693,C5831,Shoes,Fashion,3,218.78,5,east,656.34,2025,5
O101694,C1499,Laptop,Electronics,1,375.94,1,SOUTH,375.94,2025,1
O101695,C5280,Book,Stationery,4,845.87,10,SOUTH,3383.48,2024,10
O101696,C5386,Phone,Electronics,1,418.9,6,West,418.9,2025,6
O101697,C4889,Headphones,Electronics,3,716.55,4,north,2149.6499999999996,2025,4
O101698,C2930,Laptop,Electronics,1,404.09,2,EAST,404.09,2025,2
O101699,C1646,Bag,Fashion,4,104.92,10,North,419.68,2024,10
O101700,C1284,Shoes,Fashion,1,227.31,9,east,227.31,2025,9
O101701,C5233,Bag,Fashion,2,317.23,5,North,634.46,2025,5
O101702,C2207,Shoes,Fashion,3,750.46,9,EAST,2251.38,2025,9
O101703,C4678,Book,Stationery,3,767.59,1,east,2302.77,2025,1
O101704,C2369,Laptop,Electronics,3,30.78,11,West,92.34,2024,11
O101705,C2578,Phone,Electronics,4,588.19,12,SOUTH,2352.76,2024,12
O101706,C4468,Phone,Electronics,3,786.48,4,east,2359.44,2025,4
O101707,C4566,Book,Stationery,2,484.51,5,east,969.02,2025,5
O101708,C2211,Phone,Electronics,4,790.87,10,West,3163.48,2024,10
O101709,C3112,Bag,Fashion,2,16.5,12,north,33.0,2024,12
O101710,C1548,Phone,Electronics,1,991.56,6,EAST,991.56,2025,6
O101711,C5557,Headphones,Electronics,1,884.86,9,SOUTH,884.86,2025,9
O101712,C3671,Phone,Electronics,1,73.24,12,West,73.24,2024,12
O101713,C5257,Book,Stationery,1,856.29,9,West,856.29,2025,9
O101714,C1101,Laptop,Electronics,2,811.59,4,east,1623.18,2025,4
O101715,C5813,Watch,Fashion,4,856.87,6,SOUTH,3427.48,2025,6
O101716,C4437,Bag,Fashion,4,99.2,10,north,396.8,2024,10
O101717,C2225,Headphones,Electronics,3,544.27,5,West,1632.81,2025,5
O101718,C5816,Watch,Fashion,2,911.66,11,West,1823.32,2024,11
O101719,C1820,Headphones,Electronics,1,561.14,8,West,561.14,2025,8
O101720,C5609,Headphones,Electronics,2,387.84,2,EAST,775.68,2025,2
O101721,C3343,Shoes,Fashion,3,914.76,3,SOUTH,2744.2799999999997,2025,3
O101722,C3816,Headphones,Electronics,3,809.38,1,West,2428.14,2025,1
O101723,C3163,Shoes,Fashion,2,599.75,4,North,1199.5,2025,4
O101724,C4977,Headphones,Electronics,2,609.55,1,West,1219.1,2025,1
O101725,C4875,Shoes,Fashion,2,771.87,10,east,1543.74,2024,10
O101726,C3256,Watch,Fashion,4,120.36,10,SOUTH,481.44,2024,10
O101727,C5986,Laptop,Electronics,1,913.78,4,EAST,913.78,2025,4
O101728,C4290,Watch,Fashion,2,627.34,8,north,1254.68,2025,8
